ID,Tweet,Class
8.10910398643864E+017,وظيفه في بيءه محترمه تحفظ كرامتي,/
8.10905507418571E+017,مانبي وعود من احد نبي مكرمه من ملكنا الغالي ربي يحفظه بتعينا جميعانحن القديمات بدون استثناء,N
8.10900977779876E+017,اوفي بوعدك يالعرج لخريجات القديمات,N
8.10899534264095E+017,نريد نتاءج وعدالعرج لخريجات القديمات يا,N
8.10886159068959E+017,  من يوصل صوتنا الي ابو فهد لن تخسروا شيءا اذا اديتم الامانه واوصلتم قضيتنا لم…,N
8.10883492171149E+017,نريد ان يكون لنا نصيب فيها,/
8.10880414978113E+017,  سيبقي هذا التاق👇شاهدا ؏ فشل وفساد وتجاهل المسءولين  فلم يسعوا لحل قضيه بل زادوها تعقيدا…,N
8.10877552449425E+017,ياتي بها الله  ان الله  لطيف خبير ربنا كريم يابنات وباذن الله  تجينا مكرمه بتعينا جميعا يارب,P
8.10876939762303E+017,  اللهم يسر امورنا واغفر ذنوبنا …,P
8.10876754319606E+017,بهالزمن نفسي نفسي وفين تاك الواسطات والرشاوي.غير كذا ماراح احد يدور لحل لها البطاله!,N
8.10874512443052E+017,  تخرجنا من كليات تابعه لتعليم لم توظفنا سنه وفرضت قياس واوقفت النقاط ع10سنوات حرمنام المكرمه…,N
8.10874493832954E+017,  انهم يشوفون تظلمنا وحاجتنا لتوظيف وتجاهلونا ولا كانهم مسءولين عنا حسبي اله…,N
8.10873748123505E+017,  لا وفوق هذا حتي لو اجتزلت وبامتيازتبقي عاطل هذا ليس معيارهذا مرصاد ل ابدا مافيه مصداقيهفلاتقار…,N
8.10873676837036E+017,  استاذناصر قياس ظلم الجامعيات القديمات لم يكتفوا بالاجتيازبل يردون درجات عاليهونحن عا…,N
8.1087107501799E+017,  فءهمظلومهطبق عليهاجميع قرارات وعراقيل وزارتي التعليم والخدمهولكن مازلن عاطلات ايضاانه الظلم ا…,N
8.10869442032914E+017,اللهم يسر امورنا واغفر ذنوبنا,P
8.10845252806472E+017,  مجلس الشوري يعقد اجتماع مع الاتصالات لارجاع باقات الانترنت الا محدود طيب قضيه الخريجات ال…,/
8.10841049241371E+017,سنه نقول ياله السنه الي بعدها ولكن لاسف مازلنا 👇 مظلومات بسب مسءول فاسق بمعني الكلمه,N
8.10840334443942E+017,بالذات حنا شي مو معقول وكانهم يتقصدونا في التعقيد تعقيدهم لنا يفرحهم حسبي اله علي كل…,N
8.10837471093281E+017,اللهم اجعل منها الخير الكثير والاحظ الاوفر لصالح المواطنين وصاحبات هذا الهاشتاق,P
8.108123382323E+017,ستسال يوم تقف بين يدي اله عن ملف,/
8.10795263602413E+017,افضل الذكر : لا اله  الا الله    وافضل الدعاء : الحمد لله,P
8.10790094646997E+017,اين وعدك ياوزير ل قدوعدتنا انت شخصيا بحل قضيتنا,N
8.10780098211279E+017,الله  يفرجها,P
8.10771549049516E+017,  متي الوطن يمسح بيدينه مدامعنا💔,N
8.10771021917815E+017,حسبنا اله ونعم الوكيل محد داري عنا مالنا الا نشتكيهم ف المحاكم ونحاسبهم,N
8.10767708874801E+017,  متي توصل قضيتنا لملك احنا متاكدين ان ابو فهد ما وصلته معاناة العاطلات نحن نجعلها في ذمتك…,N
8.10767397124706E+017,  احنا بناتك معطلات بسب فساد من يعملون في الوزارات التي حملوا الامانه منذعهد…,N
8.1075488823799E+017,عقبال مايصدرامرملكي ل لان بعض الناس ديكورمامنهم فايده الايحطمون ويستنزفون طاقاتهم بوعودالكذب,N
8.10750270892339E+017,تم توظيف بناته العاطلات,/
8.10744856284959E+017,  لك اله يا بنت الوطن هناك من خان امانه منصبه الذي عاهد اله وعاهد ابو فهد …,N
8.1074463860897E+017,متي تنتهي القض…,/
8.10743253146501E+017,الم يحين الوقت لتنتهي معاناه بنت الوطن المعطله …,N
8.10742677708931E+017,ربي يفرحنا دنيا تضيق ورحمه اله واسعه,P
8.10742089940083E+017,من يوصل صوتنا الي ابو فهد لن تخسروا شيءا اذا اديتم الامانه واوصلتم قضيتنا…,N
8.10741627308438E+017,احنا بناتك معطلات بسب فساد من يعملون في الوزارات التي حملوا الامانه منذ…,N
8.10741490070778E+017,  وهذولن 👆🏽متي ان شاء اله تنتهي معاناتهن,N
8.10741069675635E+017,متي توصل قضيتنا لملك احنا متاكدين ان ابو فهد ما وصلته معاناة المعطلات نحن نجعلها في…,N
8.10736452581622E+017,  نزيه يخاف الله  فينا فءه انظلمن من عهد الفهد رحمه الله  👇,N
8.10732948639117E+017,  القضيه مغيبه ياطويل العمر و تجاهلت هالوزارات القرار بعد اله بيدك …,N
8.10719861328454E+017,سلمان الخير سلمان الكرم حن علي بناتك وانهي عطالتهن وافرح قلوبهن بحل هذا الملف👇 💔,P
8.10712034203619E+017,  مطلوب و في كافه التخصات بمدارس عالميه ب :,/
8.10709616040509E+017,  نساءيه بمدارس اهليه جنوب :,/
8.10708593607668E+017,سبحان الله  والحمدله ولا الله  الا الله  والله  اكبر ولاحول ولا قوه الا بالله ,P
8.10706682225496E+017,امس اختبرت كفايات عام ويوم الخميس كفايات دين ماقول غير حسبي اله ونعم الوكيل 😏 (مجتازه وابغي ارفع نقاطي )😑,N
8.10700516506403E+017,  يارب 💚,/
8.10697905208168E+017,استاذنا نحن بعد اله نلجا اليك نريد ان تنصرنا سنوات ونحن مظلومات,P
8.10697163114168E+017,استاذنا الفاضل نحن بعد اله نلجا اليك وكلنا امل نريد التعين 💔,P
8.10685739642089E+017,  نخيناك توقف معنا صدرامر ملكي ا…,/
8.10679396843524E+017,خاطري بيوم اخش الهاشتاق القي خبر حلو يخص الخريجات القديمات ياهل تري بيتحق قريب ولا بنكمل سنوات الانتظار ؟,/
8.10647544921489E+017,نحتاج معونتك وقفتك معنا فاله في عون العبد مادام العبد في عون اخيه فانتم صوتنا في المجلس ⁦ ⁧⁩,/
8.10647170303009E+017,⁦⁩ ⁦⁩ ⁧ ⁧ استوفيناكل شروطهم ولان عاطلات,N
8.10646447456748E+017,فقط نحتاج طرح قضيتنا في المجلس ورفع توصيه بحصرنا وتعينا ⁦⁧,N
8.10646109349614E+017,جامعيه تربويه مجتازه لقياس لي عشرسنوات انتظرالتعين اسالك باله لواختك اوبنتك مكاني ماهي رده فعلك ⁦⁧,N
8.10645318815646E+017,⁦ ⁦ ⁧ ⁧ اسالك باله ان تقف معنانحتاج توصيه ظلمنا,N
8.10644712264761E+017,⁦ ⁦⁩ ⁧⁩ ⁧⁩ تكفي نريد توصيه ترفع لحصرناوتعينا,/
8.10644279655862E+017,⁦⁩⁦⁩ ⁧⁩ ⁧⁩ اسالك باله ان تقف معنا,P
8.10643136867402E+017,⁦⁩ ⁦⁩ ⁧⁩ ⁧⁩ حصر القديمات وتعينهن,/
8.10642975143449E+017,⁦⁩ ⁦⁩ ⁧⁩ ⁧⁩ فقط اوصل صوتنا لمجلس,/
8.10642760600527E+017,⁦⁩ ⁦⁩ ⁧⁩ ⁧⁩ اسالك باله ان تقف مع ظلمنا,N
8.10642267744649E+017,⁦⁩ ⁦⁩ ⁧⁩ ⁧⁩ لعله يتم رفع توصيه لنا,P
8.10642082364879E+017,⁦⁩ ⁦⁩ ⁧⁩ ⁧⁩ اطرحي قضيتنا ع المجلس,N
8.10641906417943E+017,⁦⁩ ⁦⁩ ⁧⁩ ⁧⁩ تكفين نريد وقفتك معنا,/
8.10640430710854E+017,نحتاج دعمك ومعونتك فاله في عون العبد مادام العبد في عون اخيه,/
8.10639007847748E+017,اله يحفظك ياملكنا الغالي وتاخذ حق بناتك الجامعيات القديمات المظلومات…,P
8.10628205342327E+017,  تخبطات التعليم اقسم باله.قمه الاستفزاز والامبالاه بنا كعاطلات …,N
8.10626201354113E+017,  قال اله تعالي : {ولا تحسبن اله غافلا عما يعمل الظالمون }حسبي اله ونعم الوكيل,N
8.10625725061599E+017,  {امن يجيب المضطر اذا دعاه } الله  قريب الله  سميع الله  مجيب يجيب المضطر اذا دعاه,P
8.10621221004083E+017,استاذنا الفاضل نحن نلجا اليك وكلنا امل نريد التعين 💔,P
8.10617001966178E+017,ظلمنا في عهدك,N
8.10613643591164E+017,  نريد تحيق امر ملكي لتوظيف هذه الفءه المهمشه لعشرين سنه,/
8.1061157166791E+017,  انا خريجه ولدي اخر له سنه ثانوي المضحك با الموضوع ان ولدي يختبر قدرات وانا اختبر قياس,/
8.10609690501648E+017,ايها المهموم .اطمئن فانك تعامل مع الطيف بالعباد والرحيم بالخلق,P
8.10607795435405E+017,تحت هذا الوسم تجمع الالاف من قص المعاناه والحرمان من التوظيف 👇 💚 يامليكنا,N
8.10604134739091E+017,هل من ساءل فاعطيه . .هل من داع فاستجيب له . هل من مستغفر فاغفر له,/
8.10603863518679E+017,{امن يجيب المضطر اذا دعاه } الله  قريب الله  سميع اله مجيب يجيب المضطر اذا دعاه,P
8.10602454308049E+017,  اللهم اني اسالك الهديوالتقي والعفاف والغني ⁧⁩ ⁧…,P
8.10602445688754E+017,  الحمد له . ⁧⁩ ⁧⁩,/
8.10602437631509E+017,  استغفر الله  العظيم واتوب اليه ⁧⁩ ⁧⁩,P
8.10602425551819E+017,  اللهم اني فوضت امري اليك فاكفني ⁧⁩ ⁧…,P
8.10602416840249E+017,  اللهم ارزقني رزقا واسعا حلالا طيبا ⁧⁩ ⁧…,P
8.10602408149651E+017,  سبحان اله يا فارج اللهم فرج امري ⁧⁩ ⁧…,P
8.10602394102956E+017,  اللهم عليك توكلت فارزقني واكفني بك ⁧⁩ ⁧…,P
8.10596276970619E+017,اذا لم ينقل معاناتنا ومطالبنا بشكل راقي لن يحق الهدف ورغم مطالباتنا الحضاريه لازلنا نعاني💔,N
8.10592951931965E+017,وظيفه حكوميه استثمرو طاقاتنا فيما يعود علينا والوطن بالمنفعه💔,P
8.10591839858336E+017,لاتنسانا هرمنا يا رجل 💔,/
8.10565915507065E+017,  ومتي تحتفي بتوظيف الفءه المظلومه,N
8.10563975201034E+017,⁧ظلمنا في عهدك? اين عدلك? 👇 ⁧⁩ ⁧…,N
8.10552538458194E+017,  بنات اكثر من عشر سنوات ينتظرن شخطه قلم لوظيفه 🌚 🥀,N
8.10552234857599E+017,  اصبت كبدالحقيقه عدامايخص فهو حجر عثرهفي طريقنا ليس من العدل ان يطبق علينا ويقضي علي ماتبقي من احل…,N
8.10545745736647E+017,ليس من العدل توظيف حديثات التخرج والتخريجات القديمات موقفين تقاطنا اكبر من سنوات,N
8.10545298133189E+017,  ملكنا المفدي …,/
8.10544998349439E+017,  اهم شي لاتاخذوا منهم دراهم يكفي,/
8.10543952956887E+017,اللهم اني اسالك الهديوالتقي والعفاف والغني ⁧⁩ ⁧⁩,P
8.10543746794328E+017,الحمد لله . ⁧⁩ ⁧⁩,P
8.10543426542465E+017,استغفر الله  العظيم واتوب اليه ⁧⁩ ⁧⁩,P
8.10542732951356E+017,اللهم اني فوضت امري اليك فاكفني ⁧⁩ ⁧⁩,P
8.10542375609266E+017,اللهم ارزقني رزقا واسعا حلالا طيبا ⁧⁩ ⁧⁩,P
8.10541880886886E+017,سبحان اله يا فارج اللهم فرج امري ⁧⁩ ⁧⁩,P
8.10540938493891E+017,اللهم عليك توكلت فارزقني واكفني بك ⁧⁩ ⁧⁩ ⁦,P
8.10538262645404E+017,  خذها قاعده؛ ما فقد في الارض يسترد في السماء✋🏻,P
8.10535298455269E+017,  اللهم اسعدنا سعادتين : الدنيا بخيرها والجنه بفردوسها,P
8.10535268155589E+017,  اللهم اجعل هذا الصباح خيرا لكل قلب اودع امانيه عندك وينتظر الفرح منك وحد…,P
8.10531323286852E+017,ليست العثرات سبا دائما لنهايات ربما اراد اله ان يصرف عنك سوءا لم تعلمه! (واله…,P
8.10518665871368E+017,نتظر تباشير توصيه من اجل طال الصبر وذهب العمر .😢,P
8.10510107356385E+017,  ساعات ويبدا كفايات ولمره الرابعه مابين رسوب ونجاح واعاده لتحسين و عاما في صف الانتظار …,N
8.10506248789656E+017,استغفر الله  العظيم . ,P
8.10505297940906E+017,سنوات من الانتظار والظلم والاس…,N
8.10491138624942E+017,  الهشتاق هذا 👇🏽نحتاجه يوصل ترند,/
8.10487806766317E+017,  كشف تسربات المياه اكترونيا عوازل ماءيه وحراريه مع الضمان لمده عام غسيل خزانات مع التعق…,/
8.1048084704435E+017,امين وانا اسالك باله العظيم ان تطرحوا قضيتنا بالمجلس وتخرجوا بتوصيه تعينا عشر سنوات عاطله,N
8.10477050373009E+017,وظيفه 💔 دوام 💔 راتب 💔 اله يبشرني بالي يسرني فقد عجز الصبر مني ومتفاءله واثقه بك ربي,P
8.10476965190889E+017,ملكنا المفدي …,/
8.10470916543152E+017,  يارب في هذا الصباح ارزقنا من حيث لا نحتسب يارب ياكريم,P
8.10470871567434E+017,  لا تقف ابدا موقف المتفرج من الظلم . القبر سيوفر متسع من الوقت لصمت. لماذا نظلم فقط ما نريده حق…,N
8.10470739577029E+017,  الي اله المشتكي 💔 وحسبنا اله…,N
8.10468263025136E+017,في داخلي ثقه باله تخبرني ان الاشياء الجميله مهما تاخرت.س.تاتي🕊,P
8.10463748335043E+017,  نتمي ان نري جهودك في قضيتنا,N
8.10460333814977E+017,الالم : هو ان تكتشف انك كنت ترسم احلامك لشخص اعمي  وتصف مشاعرك لشخص اصم   وتكتب معاناتك لشخص لا يجيد القراءه!,N
8.10454805898531E+017,ارفعوا عنا الظلم سنوات طوال ونحن نتظر …,N
8.10454074709701E+017,نخيناك توقف معنا ص…,/
8.10452508120412E+017,متي يتم النظر في موضوعنا؟ ؟,N
8.1044906629546E+017,  اتمني ان يلتفت مجلس الشوري الصوري لهذه الفءه,N
8.1044506406126E+017,  رساله تختصر الكثير احذر ان يشتكيك احد الي اله ✋🏻,N
8.10440333825864E+017,قد يجعلك تعثر او يقدر لك ان تاخر فلا تجزع! فلربماارادان يصرف عنك سوءالم تعلمه! (واله يعلم وانتم لاتعلمون),P
8.10433306043019E+017,  اكبر فءه عاطله عندنا النساء الجامعيات! لاحظوا كيف يقفز الرقم 💔 👎🏻,N
8.10429466447122E+017,استغفرك ربي واتوب اليك,P
8.10420758627361E+017,  هل هناك مركز بحوث متخص ودقيق يبحث عن تاثير تعينات الواسطه في الوظايف علي مستوي الجوده وكفاءه ال…,N
8.10420757201388E+017,  قبول بالجامعه يدوي خارج نظام الجامعه وتعين بالديوان يدوي خارج نطاق جداره ثم نلوم تردي كفاءه المو…,N
8.10415110950973E+017,  اتقوا اله ياوزاره التعليم *اقول قولي هذا* عبدالمجيد الزهراني …,N
8.10414485844488E+017,ولاه امرنا حفظهم اله وزراءنا مجلس شورانا مسءولينا بناتنا واخواتنا اكثر من سنه وهن يستنجدن بكم ارحموهم,N
8.10410159180776E+017,  الخريجات القديمات تخرجن قبل فرض قياس لماذا طبق عليهن هذا ظلم,N
8.10405924120777E+017,مجلس الشوري يعقد اجتماع مع الاتصالات لارجاع باقات الانترنت الا محدود طيب قضيه الخريجات القديمات اليست اولي,N
8.10397513685619E+017,  استاذ عبداله تكفي ماحد وقف معنا قسم باله اني ابحث عن عمل لكن مالقي…,N
8.10387429429485E+017,وينك بس يا ملكنا عن بناتك المعطلات المظلومات مالهم بعد اله الا انت 💔,N
8.10379089815241E+017,استغفر الله  العظيم .!,P
8.10355570020643E+017,يارب في هذا الصباح ارزقنا من حيث لا نحتسب يارب ياكريم,P
8.10350528035164E+017,سد نفسي علي الصبح هذا الانسان واله العظيم   كيف الواحد يرد علي هالعينات !,N
8.10346588195475E+017,  طالت سنوات انتظارنا صدرلناامرملكي بتوظيفنا ولكن لم ينفذ   نتمني طرح قضيتنا و حصر…,N
8.10346553403703E+017,  راح ملوك وراحت عملات وتغير العالم ونحن نتظر التوظيف عام,N
8.10339322595594E+017,نطالب بالغاء قياس فهو العقبه الوحيده امامنا,N
8.10339184967897E+017,عاطﻻت من سنوات وبعدها يطلع هالنظام الذي ﻻيحق العدل وﻻ المساواه بين الخريجين الي متي ؟!,N
8.10338846269436E+017,الي متي ونحن من اختبار الي اخر الي متي ونحن نعاني ﻻبوجد لدينا وظايف لدفع قيمه الاختبار ومنا من ليس لديها احد,N
8.10304891495256E+017,واله تحطمنا١٤ ؁ ونحن مجتازات جميع الشروط والوزراء لم يرسوناعلي برالامان با…,N
8.1030164662655E+017,نساءيه بمدارس اهليه جنوب :,/
8.1029213697339E+017,  الهم اجعل لنا من كل هم فرجا ومن كل ضيق مخرجا ومن كل بلاء عافيه وارزقنا من حيث لا نحتسب.,P
8.10281540068459E+017,  اذا احد يعرف كيف يكون طعم الظلم يسال خريجات ساعه من مذاكر الطويل العمر في انتظار ارحمونا,N
8.10260908765221E+017,ايه بس انا عاطله سنه والسب وزاره التعليم مالك حجه علي روح لوزاره التعليم واشتكيهم قولهم لين…,N
8.10258611712782E+017,نفسي مره بس تغرد باي حاجه عن مو انت متحدث الوزاره وجالسين نسالك وعليك الرد ياخي احترم وظيفتك,N
8.10257549975056E+017,  اليوم تبدا اختبارات الظالم فا يارب سهل ويسر ل اجعل الاجتياز باعلي الدرجات حليفهم…,N
8.10257492957598E+017,  قضيتنا ما في برنامج الا وعرضها يوتيوب بالهبل تويتر لاينقطع من التاقات الكل عرف بقضيتنا نحن لما…,N
8.10257074747806E+017,فئه مظلومه طبق عليهاجميع قرارات وعراقيل وزارتي التعليم والخدمه ولكن مازلن عاطلات ايضاانه الظلم الواضح,N
8.10254808414298E+017,وهذولن 👆🏽متي ان شاء اله تنتهي معاناتهن,N
8.10253968764969E+017,ومتي تحتفي بتوظيف الفئه المظلومه,N
8.10252680383922E+017,  لست متقاعسه ولا متشائمه لكنه عمر ازف وحظ لم اري منه سوي الخذلان. …,N
8.10248716854719E+017,ضاعت سنين العمر بالانتظار من اثبات اقامه وعقود البديلات وقله الاحتياج واخيراقياس رغم انا جتزناه لكن ماذايريدون؟…,N
8.10245539027685E+017,استاذي نحن القديمات كان العائق في توظيفنا قديما اثبات الاقامه و الواسطه  والان قله الاحتياج اما عن قياس اجتزناه…,N
8.10230906392813E+017,انهم يشوفون تظلمنا وحاجتنا لتوظيف وتجاهلونا ولا كانهم مسءولين عنا حسبي اله ونعم الوكيل فيهم,N
8.10230821328196E+017,استاذناصر قياس ظلم الجامعيات القديمات لم يكتفوا بالاجتيازبل يردون درجات…,N
8.10230018806874E+017,بنات اكثر من عشر سنوات ينتظرن شخطه قلم لوظيفه 🌚 🥀,N
8.10228702508356E+017,  اجعل مخافه اله فوق كل شي ستسالون عنا ✋🏻,N
8.10227844123075E+017,  نفي الخبر بس ماحله المدارس في شح ماله به عليم بالمقابل يصرخن ويتالمن يردن التعين ولاكن قياس…,N
8.10214502545457E+017,تخرجنا من كليات تابعه لتعليم لم توظفنا سنه وفرضت قياس واوقفت النقاط ع10سنوات حرمنام المكرمه32ه ؟,N
8.10212094742295E+017,اجعل مخافه اله فوق كل شي ستسالون عنا ✋🏻,N
8.10211890836214E+017,  لايوجد اتعس من ذلك الشعور عندما يري الانسان الاخرين يتقدمون وهو واقف مجبرا لايتحرك مثال علي ذلك,N
8.10211319811048E+017,قال اله تعالي : {ولا تحسبن اله غافلا عما يعمل الظالمون }حسبي اله ونعم الوكيل,N
8.1020267346729E+017,  هل ترضي بالظلم بالقهر الق نظره ل ستري عجب العجاب,N
8.10154834976526E+017,الخريجات القديمات تخرجن قبل فرض قياس لماذا طبق عليهن هذا ظلم,N
8.10148571387482E+017,بالفعل نوع من انواع القهر والظلم والحرمان لمراه في المجتمع,N
8.10143993770209E+017,موجوده هنا👇,/
8.10133144926093E+017,الحل الوحيد لمشاكل النفسيه هو: لا تكن عاطلا ولا تكن وحيدا - احمد خالد توفيق,P
8.10125801131741E+017,هنا عاطلات تجاوزن العشر سنوات تاملنا بوعود ثم اكتشفنا زيفها العمر يمضي دون بوادر امل لانتهاء معاناتهن,N
8.10122166981325E+017,الي اله المشتكي 💔 و…,N
8.10108734936641E+017,استاذ عبداله تكفي ماحد وقف معنا قسم باله اني ابحث عن عمل لكن مالقيت عاطله سنه,N
8.10107983652917E+017,لا وفوق هذا حتي لو اجتزلت وبامتيازتبقي عاطل هذا ليس معيارهذا مرصاد ل ابدا مافيه مصداق…,N
8.1010721997498E+017,  دكتور ماهو رايك في قضيتنا اتمني الرد ولا تجاهلنا كالبقيه,/
8.1008060029619E+017,  الفائده منك كاوزير دامك شايف وعارف ومدرك تماما بظلم وحجم المعاناه ل يكفينا خاف اله…,N
8.10063856437514E+017,  الجميع صامت مع الاسف حيال القضيه المعهوده قضيه هل انت ساتصمت ايضاام لك كلمه ؟ فقط نريد العدل وا…,N
8.10012250492858E+017,الدوله قهرت و حرمت هءلاء👇,N
8.10011278404108E+017,القصص كثيره لا تعد ولا تحصي ما اعطونا حقوقنا الي نطالب فيها من سنين,N
8.10005089331122E+017,بعد سنوات الدراسه و التعب لايوصف هذا القهر عنوان قهر النساء هنا 👇🏻,N
8.10000215533089E+017,كفو دكتور ؛ تستاهل لكن يا تري لو ماحصلت علي وظيفه بعد الجامعه هل سيكون نفس هذا التدرج ؟ 🤔,N
8.09994734106214E+017,  انه يوجد مقبره جماعيه لخدمه المدنيه؟ بعد استنزاف اعمارالخريجات وتركهم بﻻ حلول htp:/…,N
8.09938376812089E+017,  لنا سنين نطالب بتوظيفنا مستوفين الشروط ومجتازين قياس,N
8.09937837701395E+017,  هل منصف برايكم ل,/
8.09937601935372E+017,جعلك تفوز بجنه الدنيا ومايحرمك ربي من جنه الاخره تكفي نخيتك اوقف معنا بعد اله نحن تقهر و نظلم نهان,N
8.09936250455159E+017,قضيتنا ما في برنامج الا وعرضها يوتيوب بالهبل تويتر لاينقطع من التاقات الكل عرف بقضيتنا نحن لماذا يتم تجاهلنا,N
8.09923173395403E+017,هل ترضي بالظلم بالقهر الق نظره ل ستري عجب العجاب,N
8.0992192954941E+017,الفاءدهمنك كاوزيردامك شايف وعارف ومدرك تماما بظلم وحجم المعاناه ل يكفينا خاف اله فينا نموت قهرا,N
8.09920818213949E+017,اليوم تبدا اختبارات الظالم فا يارب سهل ويسر ل اجعل الاجتياز باعلي الدرجات حليفهم وحسبنا اله,N
8.09917322861363E+017,مطلوب و في كافه التخصات بمدارس عالميه ب بريده :,/
8.09894283608289E+017,  لقدوعدت بحسابك بحل ملف 👀 ماذا تم انت وزملاءك الوزراء✍🏾‼️,N
8.09890081687405E+017,  من علي كرسي احدهم في هذا المجلس صدرت مكرمه شملت خريجات المعاهد فلم يتبقي لنا امل سوي…,N
8.09889940511322E+017,  تعلمت من الانتظار ان لا انتظر سوي رحمه ربي 💔,N
8.09880946400956E+017,  انتقل الي رحمه اله ابن غاليتنا  لذا يا احبه فلنشاطرها مصابها بتقديم واجب العزاء لها …,/
8.0987574650008E+017,  اقسي الحظات ان تبكي علي وسادتك ب صمت» والكل يظن بانك ناءم.! …,N
8.09864861287088E+017,الاقرباء اولي بالمعروف,/
8.09862527920275E+017,مطلوب و في كافه التخصات بمدارس عالميه ب :,/
8.09857206095147E+017,  لم يلتف احد لهن ويحل قضيتهن لذا بتوظيف…,N
8.09857076457509E+017,  اللهم  اياما مبشره بالخير معانقه لثواب والغفران …,P
8.09855610451853E+017,  لاسف خيرنا لغيرنا حنا جمهور بس نصفق لوزارات لنا اله ياخذ حقنا مست…,N
8.09848357195829E+017,يارب ياكريم,P
8.0979771561386E+017,اللهم نور لنا دروبنا واغفر لنا ذنوبنا وحق لنا مايكون خيرا لنا 🍁,P
8.09796684851057E+017,اللهم اياما مبشره بالخير معانقه لثواب والغفران,P
8.09795628905669E+017,يارب احرمني متعه معصيتك وارزقني لذه طاعتك واجعل خير اعمالي خواتيمها وخير ايامي يوم القاك,P
8.09785204814545E+017,  د.احمد نحن👇 احق بوظاءف وطنا فبدلا من وظفونا والغوا قياس والنقاط …,N
8.09782253731664E+017,دكتور ماهو رايك في قضيتنا اتمني الرد ولا تجاهلنا كالبقيه,/
8.09762944317817E+017,حنا قضيه استثناءيه ادخل هاشتاقنا لتعرف حجم المعاناه و الظلم,N
8.09739074202456E+017,  الهم اجعل فرجك يعم علي كل مهموم و مكلوم وعلي,N
8.09736829364826E+017,تخبطات التعليم اقسم باله.قمه الاستفزاز والامبالاه بنا كعاطلات …,N
8.09729420470743E+017,اجزم بان الحلول لاتخفي لديكم فقط قليل من تحكيم الضمير,N
8.09728360125436E+017,لو تم توظيف هذا الهاشتاق لحل الكثير من النقص و العجز الف خريجه تعاني من البطاله,N
8.0972581366288E+017,  تدرون ليش؟ لان تعداد الملكه الف والمعلمين والمعلمات معلم ومعلمه …,/
8.09723634700972E+017,الي كل مسؤول !؟واله لن يدوم ظلمكم,N
8.09714741916615E+017,الهم ان اهل سورياتقطعت بهم الارجاءوضاق عليهم الامل وخاب الرجاء الا منك فاكتب لهم نصراتحقن به دماءهم,/
8.09713138589372E+017,واماكن الاداريات مين يشغلها اذا حولوا لمساءي؟,/
8.09708576134537E+017,اللهم اجعل فرجك يعم علي كل مهموم ومكلوم وعلي,P
8.09693518172193E+017,  حسبي اله ونعم الوكيل ⁧ ⁦⁩ ⁩,N
8.09691738600342E+017,  اذا صحيح حسبي اله ونعم الوكيل لاسف استفزاز و قهر لعاطلين,N
8.09691657914483E+017,  عطني رقم الامير محمد بن سلمان اوصله معاناتنا دامك ماتوصله شي,N
8.09691643322532E+017,  قياده المراه ليست همنا ليتكم تولون اهتمام لقضيتنا مثل اهتمامكم بتوافه الامور,N
8.09691062172263E+017,  مستحيل هذا الخبر ومايصدقه عقل اجل وين رحنا,/
8.09690952591954E+017,  ⁧⁩ ⁧⁩ ☺⁦واحنا وش وضعنا .مزه…,/
8.09673482778841E+017,  المفروض لهن نقاط عن كل سنه سابقه تضاف في المفاضله,N
8.0966037540268E+017,  هذا ما توصلوا…,/
8.09655943210369E+017,ان صح الامر فهذا هو الفساد الي يمارس ضد بنات الوطن,N
8.09646151838368E+017,استغفر الله  العظيم. .?,P
8.09610970435908E+017,تعليقك رعاك اله علي هذا القرارنسالك باله من باب التفاؤل لاتطنشنا,P
8.09610826319594E+017,سبحان الله  والحمدله ولا الله  الا الله  والله  اكبر ولاحول ولاقوه الا بالله ,P
8.09610442565976E+017, فٓدٓعٓا ربه اني مغلوب فانتصر  ,P
8.09602232119423E+017,يارب باحق هذا الجمعه كل واحد حرم خريجات القديمات من خير الوظيفه يارب احرمه من جنه 🙌,N
8.09578065269584E+017,المؤهلين لشغل الوظائف من ابناء البلد موجودين بس ركزوا شوي عندكم,P
8.09567765841478E+017,لا اله الا اله ولاحول لنا ولاقوه الا باله اللهم ارحمها. وارحم موتانا وموتي المسلمين💔 اللهم احسن خاتمتنا…,P
8.09565286932369E+017,  لان ينسوا بنات الوطن الجامعيات القديمات العاطلات لاكثر من و15و…,N
8.0955645923099E+017,هذا ما توص…,/
8.09553824839074E+017,مستحيل هذا الخبر ومايصدقه عقل اجل وين رحنا,/
8.09553657460965E+017,مجتازات وتربويات ومع هذا,N
8.09549460669956E+017,  بكل مايحمله التمني من تمني : اله يعدل ميله الاقدار واحلي الايام تلتفت لنا♡☆,P
8.09537343124292E+017,الهم استجيب لقلوب انهكها الظلم الهم تقبل دعاء من حط عليه القهر💔,N
8.09536451662774E+017,اذاتفعل القرار سنصل لملك يامن قرتوه يامعدومي الضمير و الامانه,N
8.09536223509434E+017,خافوا اله بدل سعوده المدارس الاهليه تطالبون بالاجانب بالحكوميه,N
8.09530293380059E+017,يتم التعاقد مع الاجانب في الجامعات في المدارس وتبقي القديمات عاطلات,N
8.0952562944829E+017,حسبي اله ونعم الوكيل ⁧ ⁦⁩ ⁩,N
8.09525551715193E+017,ابناء وبنات الوطن اولي بالتعاقد من الاجنبي مع العلم ان اكثرالاجانب بشهادات مزوره,N
